Giuda Tallarico
Ludano Visconti
Alcide Tarquini
Adalgiso Militello
Coreno Palma
Tesifonte Di Franco
Aldobrando Rucco
Carponio Santarossa
Maurilio Zagaria
Innocente Tretola
Orenzio Bonazzi
Fosco Bandini
Bruto Galeazzi
Ermanno Miglio
Cleandro Salis
Attilano Lelli
Bonavita Giansante
Elia Ciampa
Fabio Salvati
Mamante Bentivoglio
Euclide D'Incà
Sostene D'Onofrio
Albrico Morello
Tammaro Gravina
Furseo Cappai
Renzo Capone
Spartaco Calabrò
Oreste Martini
Sabele Palmisani
Leopardo Romani
Pardo Brigandì
Onorino Vitale
Agazio Lombardi
Aristofane Fava
Walter Nicotra
Ambrosiano Pierro
Beniamino Paoli
Evandro Loddo
Crescente Mazzanti
Cesario Geraci
Peleo Motta
Antioco Lazzarini
Gino Ferranti
Sandro Cozzani
Ciriaco Bellomo
Duilio Baldi
Gavino Coviello
Prudenzio Calì
Cipriano Marangon
Maccabeo Golinelli
Guido Gusmeroli
Arialdo Talarico
Giulio Galeazzi
Danilo Tilotta
Lauriano Luchini
Michele Principato
Innocente Mazza
Abramio Zedda
Saul Calandro
Ubaldo Anzalone
Pericle Casagrande
Camillo Tiberti
Milo Penzo
Damaso Belvisi
Sante Greco
Gioberto Errante
Almerigo Serena
Telchide Negri
Senofonte Caccavo
Spano Pichler
Benvenuto Callegari
Narseo Giuliano
Ursino Caretti
Lamberto Vicini
Concordio Morini
Valerico Panetta
Samuele Caccavo
Perseo Guidi
Nicezio Spadafora
Adelgardo Caricari
Cirillo Rauso
Ottavio Natale
Aloisio Paolino
Giasone Bellomo
Varo Polidori
Gerasimo Simula
Leandro Marano
Diodoro Calò
Cirano Visconti
Giacomo Ciuffreda
Amanzio Marchi
Elvezio Alaimo
Averardo Galli
Peleo Virgilio
Sesto Epifani
Diomede Vercesi
Arduino Gioacchini
Emidio Stanzione
Respicio Olivi
Tulliano Caccavo
Venerando Pica
Rufo Spiga
Terzo Messina
Marino Paonessa
Senesio Rossetti
Marolo Farella
Aristarco Masi
Urdino Genovese
Famiano Poletti
Gianpiero Dragone
Caino Scrofani
Lanfranco Belotti
Alarico Tagliabue
Baldomero Raniolo
Aristarco Locatelli
Anselmo Betti
Monitore Panaro
Richelmo Speranza
Saverio Salis
Cirino Panaro
Saverio Munaro
Agrippa Mangione
Eleuterio Panico
Bonito Desiderio
Verecondo Pipitone
Domezio Patrone
Terzo Di Giuseppe
Almerigo Luconi
Leonzio Cingolani
Archimede Battaglia
Deodato Montefusco
Raide Nota
Fidenziano Ruggiero
Pacifico Falcioni
Rainaldo Dodaro
Polifemo Altieri
Sireno Dionisi
Quintiliano Lonardi
Gordiano Antonacci
Nico Passero
Barnaba Minelli
Settimo Pieri
Fleano Zucca
Mamante Librizzi
Mirko Bedini
Tiberio Di Pietro
Brancaleone Calabrese
Elogio Gaudiano
Giambattista Fabris
Bonifacio Merola
Ulrico Vianello
Diego Padovan
Baldovino Casella
Cirino Bergamasco
Iginio Filice
Agapito Fabrizio
Vincenzo Tomasi
Tarso Bruschi
Gaetano Colantuono
Sabato Casali
Bruno Femina
Emidio Foti
Gonerio Maggiani
Oreste Solinas
Simeone Iotti
Costantino Bodini
Cristoforo Alaimo
Gildo Vanni
Gioacchino Righi
Fernando Scarpellini
Remigio Putzolu
Antioco Simone
Cino De Lorenzo
Amleto Avallone
Canziano Cusimano
Rodiano Passeri
Sabato Manca
Solocone La Rosa
Santo Rogolino
Gosto Flacco
Amleto Rosa
Albano Corso
Piersilvio Cucchiara
Archippo Blasi
Rufino Moretto
Corrado Cherubini
Tibaldo Miglio
Boris Lotito
Vincenzo Acquadro
Zabedeo Perrini
Gaudino Del Vecchio
Giasone Ruggieri
Iginio Miceli
Elifio Buccheri
Diogene Braia
Ippolito Formica
Luigi Surace
Enea Zampieri
Namazio Biggi
Salvatore Nappi
Gioele Pascale
Archippo Cirillo
Gioberto Amato
Romano Perego
Gerasimo Cappelletti
Demostene Zordan
Alberto Nardi
Verenzio Cardone
Antonio Sevi
Gabriele Marchini
Galdino Magno
Assunto Spiga
Emidio Corridori
Garimberto Verde
Iginio Beso
Algiso Barbarossa
Carponio D'Incà
Igor Fava
Fausto Puddu
Basileo D'Andrea
Odorico Bulgarelli
Diomede Serra
Eleuterio Spada
Valeriano Capuano
Ardito Di Donato
Pancario Capriotti
Valtena Peluso
Nostriano Ruotolo
Nereo Furno
Gentile Concas
Ilario Pession
Goffredo Vezzoli
Asimodeo Panico
Ruggero Merola
Metrofane Di Iorio
Saffo Sparacino
Agazio Maiello
Vladimiro Perri
Niceforo Meloni
Agesilao Nigro
Zoilo Castelli
Taziano Antonelli
Attila Sartor
Ardito Franco
Zosimo Balboni
Furio Antonini
Ermilo Benetti
Ponziano Milano
Biagio Alessandrini
Leonzio Di Iorio
Leo Loddo
Giandomenico Lo Piccolo
Ezechiele Bongiovanni
Lavinio Curci
Senesio Gatta
Plinio Petito
Mirco Iezzi
Cleandro Mattei
Piermarco Licitra
Silvestro De Feo
Aleardo Palmieri
Mirco Capannolo
Prudenzio Traini
Barnaba Parente
Claudio Violante
Bardo Masia
Vivaldo Leggio
Azelio De Filippis
Clemente Corradini
Gumesindo Celano
Polifemo Capecchi
Giona Rosset
Tirone Di Bella
Osmondo Ledda
Elifio Gabriele
Martino Petronio
Gianluigi Parise
Gedeone Sini
Nazzareno D'Incà
Costante Cortese
Giacobbe Franzoni
Fazio Mistretta
Ugolino Di Girolamo
Guerrino Serpa
Elvezio Piccione
Nazzaro Vezzoli
Ildefonso Ingrassia
Neri Cardella
Tarso Loreto
Festo Pecoraro
Eraldo Giorgio
Concordio Toldo
Prudenzio Salzano
Emanuele Sbrana
Pio Cicatiello
Livino Neri
Goffredo Mazzini
Carponio Terzi
Zanobi Iacovino
Maggiorino Papaleo
Sicuro Elia
Serafino Destro
Baldo Romanelli
Galdino Lucchese
Ariberto Distefano
Luciano Berardi
Giuda Fiorentino
Tarso Rago
Corrado Minelli
Ugolino Tofani
Ulrico Lori
Gustavo Di Fazio
Crispino Marchetto
Fosco Zito
Elvezio Fancello
Agrippa Di Maria
Alcide Salis
Simeone Balzano
Gino Piacentini
Quintino Tuccillo
Fulvio Lovato
Ivone Nappi
Atanasio Baldi
Ladislao Rotolo
Narseo Ottonello
Melchiade Carletti
Geronzio Vizziello
Nazzareno Nicolini
Paride Simeone
Adalfredo Loi
Turibio Comito
Flavio Maggiore
Vindonio Orefice
Giuseppe Tagliaferri
Quirino Manicone
Eliseo Mingarelli
Evaldo Galluzzo
Tristano Cappello
Flavio Daidone
Luca Signorelli
Petronio Conti
Ermenegildo Baiocco
Antonio Chiaravalle
Taddeo Giampaoli
Panfilo Benedetti
Sigfrido Franchi
Bacco Cipriano
Ignazio Petralia
Pompeo Carini
Dionigi Loreti
Franco Pasqua
Giulio Chiacchio
Zenone Duca
Valerio Romano
Solocone Mura
Alboino Gaddini
Amatore Marrazzo
Neoterio Foschi
Manlio Biggi
Sergio Gigliotti
Ecclesio Catellani
Aldobrando Salemi
Vittoriano Perri
Pellegrino Gravina
Pupolo Cicala
Leonida Ortenzi
Venerio Messina
Ursmaro Colombo
Manetto Fabbri
Oliviero Lanteri
Barbarigo Fior
Peleo Capriotti
Ataleo Di Dio
Gustavo Locci
Silvano Pugliese
Ireneo Addis
Abdone Motisi
Tiziano Capocotta
Euseo Mingarelli
Donatello Maltese
Bonaldo Panza
Namazio Scalia
Giusto Pedroni
Giusto Corona
Ermenegildo Panetta
Eraldo Salierno
Benvenuto Recchia
Silvestro Leonetti
Ettore Licciardello
Sostrato Cucchiara
Guiscardo Fioretti
Cino Amendola
Onofrio Politi
Pietro Todaro
Pietro Paoli
Pacomio Morreale
Marino Vascotto
Niceto Ferrara
Fermiano Fanelli
Liborio Torrisi
Antino Acquaviva
Fedro Filipponi
Bonaldo Zedda
Geronzio Caracciolo
Frontiniano Falzone
Agesilao Riparbelli
Dionisio Postiglione
Cosimo Giardina
Uguccione Pellitteri
Cornelio Ferri
Onofrio Aquino
Assunto Evangelista
Bruto Murgia
Pellegrino Dolce
Ermenegildo Brignone
Prospero Varriale
Gaetano Carrara
Antino Di Rocco
Temistocle Romani
Caio Campus
Amone Quarta
Sergio Morello
Ulrico Romanelli
Piero Mirabella
Vespasiano Pession
Elita Campo
Arturo Fumarola
Bernardo De Rosa
Gennaro Puglisi
Venustiano Ragone
Rocco Memoli
Baldo Di Grezia
Guiberto Careddu
Rosario Guerrieri
Teodoto Cerutti
Gualtiero Scaglione
Abelardo Scano
Chiaffredo Benedetto
Saul Barberi
Daniele Sannino
Bonagiunta Basile
Fedro Giampaolo
Sidonio Pavani
Rubiano Luciano
Aldo Delogu
Senesio Ferrario
Savino Lisi
Noè Cammisa
Eufronio Lombardo
Adelberto Platania
Audace Migliaccio
Fazio Bionaz
Maffeo Granata
Petronio Carboni
Catullo Santo
Alamanno Bonetti
Oderico Ferri
Igino Greco
Baldovino Delle Monache
Ariosto Scognamiglio
Stiliano Simeti
Malco Perri
Savino Viti
Sesto Bove
Vezio Grieco
Eliodoro Scarpellini
Ido Cavallo
Abramo Turchi
Ermete Penna
Ferruccio Pompili
Iorio Petralia
Ultimo Simeone
Timoteo Bortolin
Gastone Litterio
Igino Scorza
Ruperto Righetti
Sosteneo Cossu
Galeazzo Di Marco
Olindo Renzi
Erenia Di Tullio
Gabino Nuzzo
Zaccheo Angelucci
Rosario Zollo
Bastiano Martines
Vidone La Rosa
Pellegrino Accardi
Umile Tirelli
Quasimodo Lanteri
Mamante Spataro
Secondo Casavecchia
Zaccheo Ferro
Baldo Di Giorgio
Aiace Cellini
Severino Morini
Gianfranco Tammaro
Tristano Tassone
Otello Pinardi
Libero Loreti
Gautiero Preziosi
Mancio Grillo
Taziano Scalzo
Agamennone De Cristofaro
Sosteneo Lo Presti
Semplicio Schettino
Bardo Massaro
Fermiano Schirru
Generoso Simula
Ansaldo Spada
Baldomero Viale
Apuleio Pascucci
Lamberto Maugeri
Costante Ducci
Vinicio Surace
Acilio Borgia
Serviliano Padovan
Donatello Dante
Liberto Guidi
Valtena Sucera
Eriberto Spadaro
Aratone Sevi
Everardo D'Agostino
Sandro Carminati
Elita Galeazzi
Averardo Di Lascio
Bertolfo Corti
Graziano Sansone
Ansaldo Carbon
Demostene Epifani
Agazio Rago
Mauro De Feo
Bellino Gamper
Agesilao Spataro
Marino Citro
Immacolato Di Pede
Salvo Valentino
Agapito Patrone
Baldassarre Mura
Vittore Celli
Almiro Troisi
Brancaleone Caruso
Plutarco Tralli
Adamo Pariggiano
Raide Zuliani
Ildebrando Rallo
Caio Longhi
Gordiano Furlan
Arturo Labate
Gaudino Di Giacomo
Mauro Bellucci
Delfino Brunetti
Orso Mattia
Zanobi Picchi
Monitore Cortesi
Socrate Bologna
Ricario Gualtieri
Arcibaldo Santarelli
Cesare Totaro
Eginardo Mazzoni
Saturniano Barreca
Leone Vella
Amleto Napoletano
Alceo Capoccia
Asimodeo Sammartino
Albrico Mosti
Cristaldo Tassinari
Claudio Moccia
Vulpiano Severi
Gerino Molinaro
Agabio Cioffi
Giacobbe Di Fiore
Domenico Caiazzo
Spano Lai
Aristide Cozzi
Valfredo Simeone
Mario Cipolletta
Renato Magno
Gianuario Martelli
Durante Morelli
Vidone Longo
Alfredo Catanzaro
Fidenzio Marangoni
Ulfo Amabile
Rodiano Narciso
Gonzaga Scorza
Elogio Damiano
Giadero Piccione
Letterio Maugeri
Marciano Sforza
Respicio Lisi
Tulliano Spizzirri
Olindo Cherubini
Elvino Bernardi
Nicodemo Grieco
Alfonso Savoca
Saturnino Lamacchia
Sisto Mazzini
Silverio Fantozzi
Narseo Palano
Amaranto Vita
Bonagiunta Giordano
Lavinio Napolitano
Bibiano Morgante
Publio Rosset
Sabele Nesti
Adelardo Torchio
Aronne Palombi
Adolfo Amerio
Bonagiunta Lentini
Rufo Calabrò
Roberto Floris
Iacopone Monaci
Gottardo Bonomi
Edilberto Mauri
Achille Barone
Pupolo Crevatin
Orso Gobbi
Verano Zucca
Verulo Soccorsi
Mirco Rea
Eriberto Procopio
Luciano Motta
Ilario Corrado
Terenzio Calabrese
Leopoldo Ferraris
Platone Casolaro
Simeone Ruggeri
Bonito Pieri
Cipriano De Sanctis
Mirco Mattioli
Clodomiro Mariano
Aurelio Lavecchia
Eginardo Cingolani
Endrigo Corsi
Gherardo Cavriani
Golia Puccio
Amadeo Campanella
Igor Medeot
Aristo Magno
Adalgiso Cilli
Ambrosiano Mengoni
Bacco Solinas
Liberio Gemma
Berardo Pastorelli
Gavino Negri
Gedeone Mascia
Aleramo De Rosa
Minervino Bani
Lavinio Zappia
Turi Merlo
Gualberto De Giorgi
Melanio Cerri
Salvatore Capannolo
Gallicano Di Bari
Geronzio Tammaro
Cecco Santori
Quasimodo Eligibile
Vidiano Pellicanò
Emidio Bresciani
Genziano Di Marino
Alessandro Monteleone
Damocle Barretta
Geronimo Tiano
Zabedeo Salierno
Genziano Caggiano
Secondiano Monni
Amleto Bellomo
Saul Laezza
Leonio Marchetto
Paciano Saporito
Ulpiano Volpe
Erenia Lorenzini
Senesio Perrone
Uranio Pavani
Plutarco Baggio
Eraldo Inzerillo
Macario Gurrieri
Elia Di Costanzo
Antonio Bruni
Agamennone Boschi
Catullo Cantagallo
Spano Marotta
Onesto Raniolo
Candido Mair
Alcide Fucci
Ardito Basile
Frontiniano Ambrosino
Aristofane Santo
Panfilo Santi
Colmanno Menconi
Glauco Bresciani
Marciano Vacca
Rocco Di Maro
Onofrio Navarra
Carlo Signorile
Azeglio Lecca
Demetrio Pau
Orazio Pezzi
Neri Cocco
Sostene Balistreri
Teodoto Errante
Graciliano Bozzi
Giosuè Pichler
Giorgio Di Maria
Eliano D'Andrea
Giosuè Ferraris
Almiro Franchini
Amore Girone
Rufino Melis
Sapiente Rossi
Pio Puglisi
Sviturno Carlotti
Nicola Fanelli
Benedetto Nicastro
Fernando Leoncini
Clemente Lipari
Metello Crespi
Medoro Piva
Amato Guarnieri
Nostriano Maltese
Bardomiano Reale
Bellino Gualtieri
Eufemio Montagner
Abenzio Antenucci
Rinaldo Bocchi
Sabazio Iezzi
Virgilio Polito
Clarenzio Mauri
Franco Di Paola
Pierluigi Campoli
Sebastiano Fiori
Verenzio Cantoni
Acrisio Tagliabue
Aristo Errera
Rufo Zaccaria
Pardo Marangon
Leopoldo Cruciani
Antino Barillà
Dionigi Tirri
Dione Farella
Raniero Soro
Desiderio Cirillo
Elogio Oliveri
Giovanni Innocenti
Ladislao Sacchetti
Decimo Maresca
Zenone Prato
Romualdo Pascucci
Diogene Como
Egeo Siino
Alvise Rapisarda
Donato Izzo
Alcino Staffieri
Fiorenziano Carminati
Adalrico Alcamo
Ippolito Salvi
Baldomero Massaro
Mamante Belmonte
Onesto Antonini
Acilio Giannotti
Letterio Megna
Leonio Cont
Damiano Borghi
Domezio La Malfa
Raimondo Cardone
Menardo Peruzzi
Bonaventura Calabrese
Gavino Mazzotta
Crescente Moscato
Oronzo Masia
Diego Fava
Benedetto Nicolò
Porfirio Vincenzi
Donato Testa
Amando Stanzione
Clinio Damico
Modesto Zago
Rufo Damico
Riccardo Barberis
Sergio Cingolani
Iacopone Urso
Ezio Cavallo
Verulo Benini
Vitalico Orlandi
Igino Pozzi
Ataleo Bruno
Evidio Baldi
Marzio Di Bella
Mansueto Micco
Flavio Casini
Uguccione Lamberti
Severino Latini
Teobaldo Brunelli
Orfeo Gabrielli
Cesare Giraudo
Augusto Zunino
Acario Scarano
Ecclesio Pasini
Serapione Tarquini
Genesio Govoni
Eugenio De Meo
Ricario Strano
Geronzio Venturelli
Tulliano Cacciapuoti
Prospero Barresi
Demostene Pedroni
Gherardo Maggiore
Tarso Liberati
Amanzio Clemente
Emmerico Gualtieri
Volfango Corazza
Aristotele Renna
Siro Kofler
Alano Sorbello
Aleardo Corridori
Michelangelo Piscitelli
Tussio Cioffi
Valeriano Gori
Sostene Fabrizi
Pompeo Cremonesi
Sabazio Fioravanti
Gianpaolo Scalzo
Sostrato Amerio
Emanuele Monticelli
Arnaldo Castellana
Pellegrino Bellini
Coriolano Crispino
Aloisio Acquistapace
Grato Poggi
Orlando Battistini
Maccabeo Saponaro
Ippolito Menconi
Euclide Canino
Fuscolo Mair
Surano Baldi
Goffredo Stabile
Berardo Zordan
Manlio Vita
Arturo Catania
Doriano Lombardi
Icaro Brignone
Cassiano Santo
Enzo Marega
Crispino Toti
Efrem Patriarca
Alamanno Briano
Tesauro De Cristofaro
Agenore Pianigiani
Antino Mascia
Niceforo Guglielmi
Aureliano Triolo
Ubaldo Donda
Enzo Lucidi
Olindo Savini
Zetico Maggi
Vidiano Morandi
Concordio Sorbello
Corbiniano Curreli
Fuscolo Delle Monache
Fulberto Errera
Leandro Tedde
Aristione Loddo
Tibaldo Ciavarella
Emanuele Parrino
Andrea Baroni
Aniello Crescenzi
Gastone Fiorini
Protasio Manno
Severiano Bisconti
Dodato Tufano
Namazio Ciacio
Alvaro Ratti
Robaldo Tuccillo
Napoleone Chianese
Tolomeo Cancelliere
Olimpio Piga
Algiso Feleppa
Zosimo Aloi
Cristiano Tonelli
Antonello Astolfi
Attilio Vallone
Adolfo Salomone
Costante Sparacino
Adalrico Fadda
Paride Salvatori
Rufino Forte
Aquilino Petrucci
Eraldo Lombardini
Saffiro Battisti
Ireneo Federico
Fleano Polito
Senofonte Giannelli
Brancaleone Saba
Cremenzio Occhipinti
Alberto Caracciolo
Pericle Boni
Ranolfo Masala
Asdrubale Carlino
Antioco Pisu
Goffredo Cavriani
Senesio Catania
Giuliano Di Luca
Eufebio Mancuso
Ildefonso Violante
Bonifacio Mattei
Romolo Dattilo
Chiaffredo Nanni
Tullio Mauri
Serviliano Mariucci
Gavino Pieri
Adone Valentini
Eugenio Zampieri
Alcino Tralli
Andrea Nardi
Teodoto Buzzi
Ermes Palladino
Vulmaro Dragone
Edmondo Mazzeo
Ugolino Federico
Evandro Boccia
Landolfo Cecere
Leo Licciardello
Adone Pillitteri
Bonaventura Platania
Ezio Fabiani
Nicezio Di Sarno
Esaù Mencarelli
Eustosio Ciuffreda
Cristiano Parrinello
Luciano Donda
Rosario Viale
Erberto Capizzi
Arminio Landi
Fulberto Marrazzo
Gosto Salierno
Alessio Masia
Alano Bentivoglio
Camillo Fierro
Saturniano Capponi
Gabino Alivernini
Romualdo Fazio
Secondiano Tirelli
Fidenziano Campanile
Liberio De Cicco
Metrofane Perego
Saturnino Siracusa
Goffredo Orrù
Paride Romanini
Esuperio Guidetti
Evandro D'Amato
Speranzio Sardina
Ovidio Polverino
Gianpaolo Tumino
Lapo Micheletti
Nico Ercoli
Severo Negri
Zosimo Forconi
Elifio Vincenzi
Demostene Calafiore
Euclide Monaco
Agabio Capannolo
Furio Raniolo
Guiscardo Amato
Furseo Visconti
Aronne Lattanzi
Remo Astolfi
Bellino Tanzi
Rocco Antonucci
Guerrino Alfieri
Manilio Pandolfi
Anacleto Boffa
Angelo Malagoli
Adalrico Benini
Egeo Barbiero
Tiburzio Errichiello
Adelberto Piccinini
Ivan Foglia
Patrizio Izzo
Filomeno Pennestrì
Romeo Mangione
Cosma Angelucci
Remigio Rosati
Ferdinando Oliva
Narciso Morrone
Sicuro Gatta
Lapo Maio
Settimo Scarpellini
Piersilvio Zucca
Nicola Ferrarotti
Remigio Mari
Tussio Lippolis
Placido Rampazzo
Aristofane Cruciata
Moreno Crescenzi
Teodoto Murtas
Claudio Gemma
Gianmarco Ferrero
Dacio Fiorentini
Euseo Lamacchia
Fulvio Anzalone
Zefiro Cerrato
Edilberto Gioia
Siriano Curcio
Agabio Cicala
Dante Scala
Amleto Monteleone
Alfonso Lisi
Felice Argento
Bernardo Iovino
Liberato Severi
Apuleio Tavani
Gallicano Marchese
Respicio Iacono
Antelmo Celi
Gottardo Malerba
Pauside Gamper
Onesto Ferro
Senesio Scotti
Vittoriano Mauri
Sansone Fonti
Ventura Gervasi
Furio Lupo
Oscar Pipitone
Dione Boschi
Isidoro Luchini
Neoterio Pignatelli
Dionisio Barretta
Romolo Riggio
Oronzo Ciuffreda
Agostino Ugolini
Umberto Giampaolo
Emiliano Monti
Afro Iandolo
Aurelio Colantuono
Cassiano Fazio
Nereo Guidi
Ivanoe Carrus
Loris Zanatta
Lautone Bevilacqua
Gomberto Lori
Catullo Saponaro
Candido Spiga
Oscar Lana
Ilario Petrella
Siro Cipriano
Cecco Baggio
Olindo Messana
Dacio Masia
Eliodoro Pagliai
Giambattista Salamone
Gioele Lamacchia
Macario Bonini
Leone Aquino
Ruperto Labate
Benvenuto Santinelli
Venerando Pittalis
Ataleo Destro
Nostriano Paola
Endrigo Murolo
Gilberto Cicala
Metello Sala
Pantaleone Ingrassia
Guiberto Catania
Giorgio Gori
Platone De Carolis
Simeone Lorusso
Gaio Secci
Albano Luzi
Barsaba Morini
Temistocle Zanetta
Ansovino Altieri
Assunto Dodaro
Vedasto Di Maria
Amerigo Capitani
Azelio Milani
Sinesio Aprile
Colmanno Gabrielli
Sabato Saba
Viscardo Scarpa
Sidonio Catanzaro
Amerigo Macchia
Nazzareno Battista
Geremia Sergi
Pio Angelini
Maccabeo Errera
Costantino Flacco
Carmine Perotti
Alessio Lo Presti
Ezechiele Cadoni
Livino Nocentini
Remigio Anselmo
Verano Munaro
Stefano Valsecchi
Brancaleone Gullì
Natale Salomone
Narseo D'Angelo
Eberardo Gamba
Surano Angelucci
Giacinto Satta
Vidiano Vitiello
Cirillo Bernardini
Geronzio Toscano
Gedeone Lentini
Ercole Gregori
Generoso Simeti
Mirco De Biase
Ildebrando Callegari
Gennaro Paladini
Tommaso Capone
Domezio Lippi
Doriano Marano
Enzo Liverani
Gaglioffo Paolucci
Diomede Di Giovanni
Romano Bonelli
Enecone Romanini
Olimpio Cecchini
Ulberto Sacchetti
Gervasio Grassi
Sico Luongo
Aristarco Ciotola
Nazzaro Curcio
Manfredo Poggio
Ardito Cipolla
Gabino Pellegrini
Ladislao Castellana
Gustavo Casini
Fernando Marone
Massimo De Santis
Eraclide Mecca
Erasmo Franchi
Ido Tanzi
Spartaco Braia
Pierluigi Gambino
Plutarco Rizza
Costantino Alberti
Pericle Licitra
Anselmo Calligaris
Ermes Bovolenta
Radolfo Zollo
Corrado Di Tommaso
Ariele Usai
Saul Marchi
Michelangelo Bellotti
Marino Bonomi
Enrico Luchini
Anselmo Bacci
Abele Fini
Dione Cerrani
Asdrubale Dolce
Giove Nota
Ciriaco Loiacono
Averardo Mazzanti
Viviano Fioretti
Modesto Pesce
Arminio Pisu
Vittore Siino
Sinfronio Pace
Olimpio Mastronardi
Bonaventura Montalto
Neoterio Garifo
Giobbe Melis
Maffeo Torri
Ranolfo Novelli
Bonavita Manetti
Tiburzio Mazzocchi
Vittore Valenza
Ermenegildo Crespi
Verulo Viale
Iorio Ingrassia
Valtena Caselli
Riccardo De Maria
Vitale Minelli
Sabazio Violi
Edmondo Luciani
Quirino Zullo
Girardo Pantano
Abelardo Stanzione
Gervasio Masciandaro
Rufino Foti
Loris Sardella
Rubiano Trapani
Antioco Strano
Bonagiunta Sacco
Amore Battisti
Graziano Pagliuca
Fabio Iorio
Leone Mazzocchi
Pauside Virgilio
Giorgio Pacifici
Ursicio Agnello
Ludovico Forgione
Tobia Tassi
Narciso Maltese
Bartolo Barbiero
Terenzio Di Benedetto
Alfonso Iotti
Gianpietro Sucera
Narciso Baggio
Leo Villa
Adamo Migliaccio
Adalberto Annunziata
Battista Morrone
Graciliano Sabato
Fidenziano De Falco
Terenzio Saccone
Nicolò Biondi
Namazio Raffa
Benigno Dell'Amico
Doriano Stanzione
Aleramo Guarino
Desiderio Di Marco
Azelio Carvelli
Macario De Salvo
Leandro Chiodi
Viliberto Pugliesi
Gioberto Lorusso
Gaetano Medici
Costante Vierin
Giovanni Storti
Saturnino Gagliardi
Agesilao Trombetta
Solocone Giacalone
Vidone De Rossi
Giacobbe Scotti
Severiano Di Salvo
Amatore Paolicelli
Ulpiano Sannino
Torquato Giorgio
Cleandro Addis
Aureliano Evangelista
Gioberto Picariello
Graziano Termine
Arialdo Galati
Pancario Sardella
Remigio D'Onofrio
Elita Tilotta
Diodoro Di Grezia
Petronio Panetta
Tiziano Marinucci
Gerardo Fiori
Eleuterio Guglielmi
Pacifico Palazzo
Palladio Bruzzone
Dacio Buongiorno
Tammaro Poletti
Sigfrido D'Aleo
Quinzio Motisi
Gianni Costantino
Eleuterio Simonini
Brando Gaudiano
Quinziano Cannella
Dionigi Liccardo
Gianluca Mancuso
Meneo Palombo
Eliodoro Moccia
Elifio Astolfi
Baldovino Modica
Nicea Mattia
Cirano Mari
Ido Ferrara
Olimpio Cangiano
Nunzio Garau
Esuperio Carvelli
Orso D'Anna
Bonavita Menozzi
Ulfo Innocenti
Evodio Zambon
Alano Pitzalis
Canziano Pavone
Onorio Marone
Aniceto Cirillo
Diodoro Sanna
Ardito Macchia
Stanislao De Marco
Baldomero Venturelli
Vilfredo Di Somma
Genesio Dominici
Piermarco Castellano
Marciano Cortinovis
Erberto Cremona
Olindo Musumeci
Eufebio De Vito
Giona Sacchi
Nicarete Serpa
Ermanno Marzano
Everardo Biancheri
Uberto Casali
Prisco Vicinanza
Ariosto Nicastro
Aristarco Fantini
Semplicio Navarra
Mamante Rallo
Romano Caforio
Oddone Antonini
Adelmo Rossetti
Furseo Alivernini
Abbondanzio Polese
Fiorenziano Golinelli
Telemaco Fabbricatore
Vittoriano Lupi
Tiburzio Ferroni
Aniceto Pompilio
Pauside D'Anna
Ventura Pizzitola
Concetto Marega
Asdrubale Cicatiello
Romano Forgione
Alarico Menegatti
Gioberto Mazzi
Clinio Leo
Evaldo Menna
Privato Candela
Liberatore Aceto
Amadeo Giannotti
Ludovico Carella
Divo Davoli
Garimberto Cascio
Adelchi Pizzimenti
Respicio Corrado
Renato Candido
Vulmaro Leopardi
Accursio Lucia
Geronzio Troisi
Nicarete Deriu
Divo Mollica
Lauriano Rotundo
Clodoveo Cannella
Nicola Stella
Zaccaria Luconi
Iago Litterio
Aloisio Morri
Edilberto Patti
Ildebrando Moroni
Zenaide Giannotti
Taide Coslovich
Bonito Gemma
Corbiniano Caracciolo
Fulgenzio Di Natale
Mercurio Campisi
Armando De Feo
Colmanno Polimeno
Albino Valeri
Baldo Modica
Agenore Randazzo
Sireno Benatti
Vespasiano Marone
Pantaleo D'Amico
Nostriano Marian
Viscardo Manca
Agazio Barretta
Simone Cammisa
Narciso Latorre
Ulfo Congiu
Gaglioffo Carrozzo
Pupolo Gaddini
Pantaleo Morri
Eraclide De Marco
Torquato Petrini
Gilberto Cardella
Gilberto Conti
Odorico Brunetti
Liberato Patriarca
Quinzio Zanelli
Taide Cavalieri
Gionata Pagano
Gabino Nicolò
Acilio Venturini
Gualtiero Marongiu
Gosto Bozzi
Tussio Nicotra
Ulstano Taddei
Glauco Randazzo
Stefano Crepaldi
Camillo Celi
Bonaldo Cipollaro
Girolamo Cavallari
Macario Cecchini
Fabio Allegretti
Aristotele Spina
Pupolo Delfino
Vilfredo Maione
Desiderato Silenzi
